sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:em,avg:g_CB:bar,avg:g_CB:win,avg:g_CB:buf,avg:g_CB:I,tot:g_CB:em,tot:g_CB:bar,tot:g_CB:win,tot:g_CB:buf,tot:g_CB:I,tot:g_SRH_CB:em,tot:g_SRH_CB:bar,tot:g_SRH_CB:win,tot:g_SRH_CB:buf,tot:g_SRH_CB:I,tot:g_nr_top_CB:em,tot:g_nr_top_CB:bar,tot:g_nr_top_CB:win,tot:g_nr_top_CB:buf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:em,tot:g_nr_bottom_CB:bar,tot:g_nr_bottom_CB:win,tot:g_nr_bottom_CB:buf,tot:g_nr_bottom_CB:I,tot:g_opt_cv_CB:em,tot:g_opt_cv_CB:bar,tot:g_opt_cv_CB:win,tot:g_opt_cv_CB:buf,tot:g_opt_cv_CB:I,tot:g_opt_ci_CB:em,tot:g_opt_ci_CB:bar,tot:g_opt_ci_CB:win,tot:g_opt_ci_CB:buf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:em,tot:g_opt_iv_CB:bar,tot:g_opt_iv_CB:win,tot:g_opt_iv_CB:buf,tot:g_opt_iv_CB:I,tot:gother_forward_ci:em,tot:gother_forward_ci:bar,tot:gother_forward_ci:win,tot:gother_forward_ci:buf,tot:gother_forward_ci:I,tot:gabs_forward_ci:em,tot:gabs_forward_ci:bar,tot:gabs_forward_ci:win,tot:gabs_forward_ci:buf,tot:gabs_forward_ci:I,tot:gother_forward_iv:em,tot:gother_forward_iv:bar,tot:gother_forward_iv:win,tot:gother_forward_iv:buf,tot:gother_forward_iv:I,tot:gabs_forward_iv:em,tot:gabs_forward_iv:bar,tot:gabs_forward_iv:win,tot:gabs_forward_iv:buf,tot:gabs_forward_iv:I,tot:gother_forward_cv:em,tot:gother_forward_cv:bar,tot:gother_forward_cv:win,tot:gother_forward_cv:buf,tot:gother_forward_cv:I,tot:gabs_forward_cv:em,tot:gabs_forward_cv:bar,tot:gabs_forward_cv:win,tot:gabs_forward_cv:buf,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:em,avg:g_IB:bar,avg:g_IB:win,avg:g_IB:buf,avg:g_IB:I,tot:g_IB:em,tot:g_IB:bar,tot:g_IB:win,tot:g_IB:buf,tot:g_IB:I,tot:g_SRH_IB:em,tot:g_SRH_IB:bar,tot:g_SRH_IB:win,tot:g_SRH_IB:buf,tot:g_SRH_IB:I,tot:g_nr_top_IB:em,tot:g_nr_top_IB:bar,tot:g_nr_top_IB:win,tot:g_nr_top_IB:buf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:em,tot:g_nr_bottom_IB:bar,tot:g_nr_bottom_IB:win,tot:g_nr_bottom_IB:buf,tot:g_nr_bottom_IB:I,tot:g_opt_cv_IB:em,tot:g_opt_cv_IB:bar,tot:g_opt_cv_IB:win,tot:g_opt_cv_IB:buf,tot:g_opt_cv_IB:I,tot:g_opt_ci_IB:em,tot:g_opt_ci_IB:bar,tot:g_opt_ci_IB:win,tot:g_opt_ci_IB:buf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:em,tot:g_opt_iv_IB:bar,tot:g_opt_iv_IB:win,tot:g_opt_iv_IB:buf,tot:g_opt_iv_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:em,avg:g_VB:bar,avg:g_VB:win,avg:g_VB:buf,avg:g_VB:I,tot:g_VB:em,tot:g_VB:bar,tot:g_VB:win,tot:g_VB:buf,tot:g_VB:I,tot:g_SRH_VB:em,tot:g_SRH_VB:bar,tot:g_SRH_VB:win,tot:g_SRH_VB:buf,tot:g_SRH_VB:I,tot:g_nr_top_VB:em,tot:g_nr_top_VB:bar,tot:g_nr_top_VB:win,tot:g_nr_top_VB:buf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:em,tot:g_nr_bottom_VB:bar,tot:g_nr_bottom_VB:win,tot:g_nr_bottom_VB:buf,tot:g_nr_bottom_VB:I,tot:g_opt_cv_VB:em,tot:g_opt_cv_VB:bar,tot:g_opt_cv_VB:win,tot:g_opt_cv_VB:buf,tot:g_opt_cv_VB:I,tot:g_opt_ci_VB:em,tot:g_opt_ci_VB:bar,tot:g_opt_ci_VB:win,tot:g_opt_ci_VB:buf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:em,tot:g_opt_iv_VB:bar,tot:g_opt_iv_VB:win,tot:g_opt_iv_VB:buf,tot:g_opt_iv_VB:I
0.888,-1,-1,1,152.0460947837426,8.779071897373596,1.5204609478374259e-06,8.779071897373594e-08,4.828271950633915e+22,3.238012051043159e+22,5.497855466627463e+22,1.262068840680096e+22,-1.1222078737904776e+23,4828271950.633914,3238012051.0431595,1649356639.988238,3786206522.0402865,-22444157475.809547,-16430533.291020194,-9970389.306093412,-3365546.2712341053,-15198570.64618114,-174.59528738729395,0.0,0.0,0.0,0.0,-26415409438.01,0.0,0.0,0.0,0.0,0.0,4844702483.924656,3247982440.349248,1652807003.0947595,3801405092.815843,3967094720.0820346,0.0,0.0,0.0,0.0,4157416.7137024035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.522142578435807e-06,333.42033125731473,2.247475178715591e-34,2.683362286790088e-26,4157091.3342326344,0.0,0.0,0.0,0.0,0.0,2844659.245543193,226192.2164641536,2.52720476824468e-22,1.8202121098273396e-23,21815916098.06935,0.0,0.0,0.0,0.0,0.0,4845058756.366286,3247676215.715053,1652922772.806356,3802443809.369978,3967520192.654224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2772030234336.8535,0.0,0.0,0.0,0.0,-0.5544060468673706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26415409438.01,0.0,0.0,0.0,0.0,-48230238923.4187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4157416.7137024035,0.0,0.0,0.0,0.0,21818986901.56797,89.11001759927062,232.37704048562927,8.911001759927061e-07,2.3237704048562926e-06,4.828271950633915e+22,3.238012051043159e+22,5.497855466627463e+22,1.262068840680096e+22,-1.1222078738181979e+23,4828271950.633914,3238012051.0431595,1649356639.988238,3786206522.0402865,-22444157476.363953,-16430533.291020194,-9970389.306093412,-3365546.2712341053,-15198570.64618114,-174.59528738729395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48230238923.4187,4844702483.924656,3247982440.349248,1652807003.0947595,3801405092.815843,3967094720.0820346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21818986901.56797
0.912,-1,-1,1,303.1230875949206,8.77844824742055,3.0312308759492056e-06,8.77844824742055e-08,4.828224081651357e+22,3.238043295739806e+22,5.497843220891269e+22,1.2619850124685562e+22,-1.5936705063351213e+23,4828224081.651356,3238043295.739806,1649352966.2673798,3785955037.405667,-31873410126.70242,-16475920.106638959,-9939142.72398266,-3369013.0263103717,-15436145.806380514,-184.8664728184059,0.0,0.0,0.0,0.0,-35844645380.75532,0.0,0.0,0.0,0.0,0.0,4844700001.757714,3247982438.463784,1652806911.3056295,3801391183.3437324,3967094720.0566773,0.0,0.0,0.0,0.0,4140718.862681021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9524741931984035e-06,316.1642727382769,2.6296665651624754e-34,2.5444719649259154e-26,4140413.609533699,0.0,0.0,0.0,0.0,0.0,2844659.245538304,226263.82917403628,2.5272047682403367e-22,1.82078850743198e-23,21815986503.491432,0.0,0.0,0.0,0.0,0.0,4845058756.366288,3247676215.715052,1652922772.806356,3802443809.3699756,3967520192.654225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-849742889404.2971,0.0,0.0,0.0,0.0,-0.16994857788085938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35844645380.75532,0.0,0.0,0.0,0.0,-57659562031.28819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4140718.862681021,0.0,0.0,0.0,0.0,21819057369.22561,90.32862950379634,384.67326885127915,9.032862950379633e-07,3.846732688512791e-06,4.828224081651357e+22,3.238043295739806e+22,5.497843220891269e+22,1.2619850124685562e+22,-1.5936705063436186e+23,4828224081.651356,3238043295.739806,1649352966.2673798,3785955037.405667,-31873410126.872368,-16475920.106638959,-9939142.72398266,-3369013.0263103717,-15436145.806380514,-184.8664728184059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57659562031.28819,4844700001.757714,3247982438.463784,1652806911.3056295,3801391183.3437324,3967094720.0566773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819057369.22561
0.936,-1,-1,1,493.8417698332878,8.77784011854227,4.938417698332877e-06,8.77784011854227e-08,4.828176500665381e+22,3.2380960779670567e+22,5.4978310664784615e+22,1.2619019982192683e+22,-2.1888462983673648e+23,4828176500.6653805,3238096077.967057,1649349319.9435377,3785705994.6578035,-43776925967.34729,-16521027.66238665,-9886358.999874393,-3372453.9278605958,-15671404.655237092,-194.50190073011942,0.0,0.0,0.0,0.0,-47748144425.07849,0.0,0.0,0.0,0.0,0.0,4844697528.327487,3247982436.9669275,1652806820.1868706,3801377399.447021,3967094720.031309,0.0,0.0,0.0,0.0,4123932.2017896036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.488146176889646e-06,299.41989531994886,3.1053996605814945e-34,2.4097011401882742e-26,4123647.316450498,0.0,0.0,0.0,0.0,0.0,2844659.2455322137,226333.27436807245,2.5272047682349304e-22,1.8213474544664606e-23,21816057282.38288,0.0,0.0,0.0,0.0,0.0,4845058756.36629,3247676215.715053,1652922772.8063567,3802443809.369978,3967520192.6542273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1769701242446.9,0.0,0.0,0.0,0.0,-0.3539402484893799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47748144425.07849,0.0,0.0,0.0,0.0,-69563148698.95518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4123932.2017896036,0.0,0.0,0.0,0.0,21819128205.72453,91.5358396324278,576.5997693471529,9.153583963242778e-07,5.7659976934715275e-06,4.828176500665381e+22,3.2380960779670567e+22,5.4978310664784615e+22,1.2619019982192683e+22,-2.188846298385062e+23,4828176500.6653805,3238096077.967057,1649349319.9435377,3785705994.6578035,-43776925967.70124,-16521027.66238665,-9886358.999874393,-3372453.9278605958,-15671404.655237092,-194.50190073011942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69563148698.95518,4844697528.327487,3247982436.9669275,1652806820.1868706,3801377399.447021,3967094720.031309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819128205.72453
0.96,-1,-1,1,709.9272322287597,8.777300351143396,7.099272322287596e-06,8.777300351143394e-08,4.828133505115334e+22,3.238174382976389e+22,5.4978200869965375e+22,1.2618175949318543e+22,-2.8631866911486394e+23,4828133505.115333,3238174382.976389,1649346026.0989604,3785452784.7955613,-57263733822.97278,-16561781.139736127,-9808053.225467756,-3375562.2076847926,-15910584.434749044,-203.0660783607057,0.0,0.0,0.0,0.0,-61234932842.543365,0.0,0.0,0.0,0.0,0.0,4844695286.254791,3247982436.2018533,1652806737.8639746,3801363369.3666415,3967094720.0082264,0.0,0.0,0.0,0.0,4104502.6284130863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0877477027098825e-06,282.67651992216594,3.637897413906446e-34,2.2749394111139372e-26,4104238.5918342117,0.0,0.0,0.0,0.0,0.0,2844659.2455253997,226402.51862129892,2.5272047682288766e-22,1.821904779659108e-23,21816139215.77739,0.0,0.0,0.0,0.0,0.0,4845058756.366285,3247676215.7150564,1652922772.806356,3802443809.3699803,3967520192.654225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2990696430206.2993,0.0,0.0,0.0,0.0,-0.5981392860412598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61234932842.543365,0.0,0.0,0.0,0.0,-83050038535.4641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4104502.6284130863,0.0,0.0,0.0,0.0,21819210194.951015,92.76416797344298,793.91409985103,9.276416797344297e-07,7.939140998510298e-06,4.828133505115334e+22,3.238174382976389e+22,5.4978200869965375e+22,1.2618175949318543e+22,-2.8631866911785465e+23,4828133505.115333,3238174382.976389,1649346026.0989604,3785452784.7955613,-57263733823.570915,-16561781.139736127,-9808053.225467756,-3375562.2076847926,-15910584.434749044,-203.0660783607057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83050038535.4641,4844695286.254791,3247982436.2018533,1652806737.8639746,3801363369.3666415,3967094720.0082264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819210194.951015
0.984,-1,-1,1,926.7873495535994,8.77686173154839,9.267873495535993e-06,8.776861731548389e-08,4.828097999433231e+22,3.238284706192227e+22,5.497811021858453e+22,1.2617306949821179e+22,-3.5399459027222955e+23,4828097999.43323,3238284706.192228,1649343306.5575352,3785192084.946352,-70798918054.4459,-16595430.241060557,-9697730.163608078,-3378128.538720803,-16156816.09696401,-210.33382550803125,0.0,0.0,0.0,0.0,-74770093224.1693,0.0,0.0,0.0,0.0,0.0,4844693429.67401,3247982436.3558316,1652806669.885738,3801348901.1820774,3967094719.98906,0.0,0.0,0.0,0.0,4080660.0681350995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.683719745868058e-06,265.65624324971594,4.167164119218105e-34,2.1379500527353402e-26,4080417.1719421805,0.0,0.0,0.0,0.0,0.0,2844659.245518629,226472.60363996826,2.5272047682228633e-22,1.822468867221325e-23,21816239776.479233,0.0,0.0,0.0,0.0,0.0,4845058756.366289,3247676215.7150564,1652922772.8063567,3802443809.3699803,3967520192.6542287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3109195232391.3584,0.0,0.0,0.0,0.0,-0.6218390464782715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74770093224.1693,0.0,0.0,0.0,0.0,-96585323377.00049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4080660.0681350995,0.0,0.0,0.0,0.0,21819310812.27749,94.03033839729744,1012.0408262193126,9.403033839729743e-07,1.0120408262193124e-05,4.828097999433231e+22,3.238284706192227e+22,5.497811021858453e+22,1.2617306949821179e+22,-3.539945902753388e+23,4828097999.43323,3238284706.192228,1649343306.5575352,3785192084.946352,-70798918055.06775,-16595430.241060557,-9697730.163608078,-3378128.538720803,-16156816.09696401,-210.33382550803125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96585323377.00049,4844693429.67401,3247982436.3558316,1652806669.885738,3801348901.1820774,3967094719.98906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819310812.27749
1.008,-1,-1,1,1120.823177584513,8.776530027150615,1.1208231775845126e-05,8.776530027150614e-08,4.828070796333431e+22,3.238433114076133e+22,5.497804075222979e+22,1.261641726732982e+22,-4.1454778074904595e+23,4828070796.33343,3238433114.0761337,1649341222.5668929,3784925180.1989436,-82909556149.80917,-16621207.429370524,-9549323.233239451,-3380095.1238412117,-16408875.961018842,-216.36475763103152,0.0,0.0,0.0,0.0,-86880702545.06554,0.0,0.0,0.0,0.0,0.0,4844692003.762521,3247982437.309367,1652806617.7884457,3801334056.3012276,3967094719.974302,0.0,0.0,0.0,0.0,4051891.646781921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21330585436684e-06,248.36994448134598,4.637470662972925e-34,1.9988207228884128e-26,4051669.723363027,0.0,0.0,0.0,0.0,0.0,2844659.2455126075,226543.4450601795,2.527204768217515e-22,1.8230390377459422e-23,21816361130.984707,0.0,0.0,0.0,0.0,0.0,4845058756.366288,3247676215.7150545,1652922772.8063562,3802443809.3699784,3967520192.654226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395567417144.7755,0.0,0.0,0.0,0.0,0.07911348342895508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86880702545.06554,0.0,0.0,0.0,0.0,-108696082878.92014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4051891.646781921,0.0,0.0,0.0,0.0,21819432225.580616,95.32887419084199,1207.3755217481669,9.532887419084197e-07,1.2073755217481667e-05,4.828070796333431e+22,3.238433114076133e+22,5.497804075222979e+22,1.261641726732982e+22,-4.1454778074864994e+23,4828070796.33343,3238433114.0761337,1649341222.5668929,3784925180.1989436,-82909556149.72998,-16621207.429370524,-9549323.233239451,-3380095.1238412117,-16408875.961018842,-216.36475763103152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108696082878.92014,4844692003.762521,3247982437.309367,1652806617.7884457,3801334056.3012276,3967094719.974302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819432225.580616
1.032,-1,-1,1,1282.1380492196167,8.776286950754491,1.2821380492196166e-05,8.776286950754489e-08,4.828050645927211e+22,3.238620929191792e+22,5.4977989324158634e+22,1.2615524504671026e+22,-4.6488976530279155e+23,4828050645.927211,3238620929.1917925,1649339679.7247581,3784657351.401306,-92977953060.55829,-16640300.396582384,-9361509.515652264,-3381551.0470246472,-16661765.776829105,-221.49418861282143,0.0,0.0,0.0,0.0,-96949066476.74641,0.0,0.0,0.0,0.0,0.0,4844690946.323513,3247982438.707441,1652806579.2162902,3801319117.3219256,3967094719.963339,0.0,0.0,0.0,0.0,4018917.718955178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.651652641938666e-06,231.06168141756427,5.026748226736696e-34,1.8595158341663773e-26,4018716.168614135,0.0,0.0,0.0,0.0,0.0,2844659.2455076305,226614.06562678178,2.527204768213093e-22,1.8236074253559254e-23,21816500239.615856,0.0,0.0,0.0,0.0,0.0,4845058756.366286,3247676215.7150517,1652922772.8063562,3802443809.369979,3967520192.6542215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2277016639709.473,0.0,0.0,0.0,0.0,-0.45540332794189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96949066476.74641,0.0,0.0,0.0,0.0,-118764618954.30243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4018917.718955178,0.0,0.0,0.0,0.0,21819571394.819515,96.63495382877667,1369.9967160975934,9.663495382877666e-07,1.369996716097593e-05,4.828050645927211e+22,3.238620929191792e+22,5.4977989324158634e+22,1.2615524504671026e+22,-4.6488976530506855e+23,4828050645.927211,3238620929.1917925,1649339679.7247581,3784657351.401306,-92977953061.0137,-16640300.396582384,-9361509.515652264,-3381551.0470246472,-16661765.776829105,-221.49418861282143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118764618954.30243,4844690946.323513,3247982438.707441,1652806579.2162902,3801319117.3219256,3967094719.963339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819571394.819515
1.056,-1,-1,1,1415.29634537426,8.776104337361199,1.4152963453742599e-05,8.776104337361198e-08,4.82803541189913e+22,3.238842377169687e+22,5.497795038494796e+22,1.2614650939000486e+22,-5.064449773933971e+23,4828035411.89913,3238842377.169687,1649338511.548438,3784395281.700144,-101288995478.6794,-16654732.999327784,-9140063.024958026,-3382653.411872534,-16909164.64477329,-226.18053631306648,0.0,0.0,0.0,0.0,-105260073019.44125,0.0,0.0,0.0,0.0,0.0,4844690144.898177,3247982440.194641,1652806550.009419,3801304446.491196,3967094719.9550285,0.0,0.0,0.0,0.0,3983046.987342701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.012478944520064e-06,214.04865545771167,5.347181540894602e-34,1.7225884280018014e-26,3982864.97990198,0.0,0.0,0.0,0.0,0.0,2844659.2455035243,226683.22312403173,2.527204768209449e-22,1.824164031932338e-23,21816651578.31765,0.0,0.0,0.0,0.0,0.0,4845058756.366288,3247676215.7150545,1652922772.8063564,3802443809.369978,3967520192.6542273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427317619323.7306,0.0,0.0,0.0,0.0,0.0854635238647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105260073019.44125,0.0,0.0,0.0,0.0,-127075812766.78207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3983046.987342701,0.0,0.0,0.0,0.0,21819722794.413578,97.91682913313892,1504.4370701699822,9.79168291331389e-07,1.504437070169982e-05,4.82803541189913e+22,3.238842377169687e+22,5.497795038494796e+22,1.2614650939000486e+22,-5.064449773929697e+23,4828035411.89913,3238842377.169687,1649338511.548438,3784395281.700144,-101288995478.59393,-16654732.999327784,-9140063.024958026,-3382653.411872534,-16909164.64477329,-226.18053631306648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127075812766.78207,4844690144.898177,3247982440.194641,1652806550.009419,3801304446.491196,3967094719.9550285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819722794.413578
1.08,-1,-1,1,1530.3401290965899,8.775957742124362,1.5303401290965896e-05,8.775957742124361e-08,4.828023124735685e+22,3.239087150980732e+22,5.497791893227184e+22,1.261381524411677e+22,-5.423472721843676e+23,4828023124.735684,3239087150.9807324,1649337567.9681544,3784144573.2350297,-108469454436.8735,-16666372.42069599,-8895290.581104131,-3383543.833711344,-17145775.80102786,-230.83565233089845,0.0,0.0,0.0,0.0,-112440494390.51003,0.0,0.0,0.0,0.0,0.0,4844689497.156099,3247982441.561833,1652806526.4169326,3801290349.1847353,3967094719.948297,0.0,0.0,0.0,0.0,3945464.5238469164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3235079681742785e-06,197.58260221694812,5.623391163131899e-34,1.5900645581929283e-26,3945301.168183131,0.0,0.0,0.0,0.0,0.0,2844659.2454999927,226749.94272327836,2.5272047682063076e-22,1.8247010117732097e-23,21816810144.4253,0.0,0.0,0.0,0.0,0.0,4845058756.366288,3247676215.7150555,1652922772.8063567,3802443809.369983,3967520192.654225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350578308105.469,0.0,0.0,0.0,0.0,0.47011566162109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112440494390.51003,0.0,0.0,0.0,0.0,-134256430345.61592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3945464.5238469164,0.0,0.0,0.0,0.0,21819881420.09995,99.14777441324212,1620.7119457676536,9.91477744132421e-07,1.6207119457676535e-05,4.828023124735685e+22,3.239087150980732e+22,5.497791893227184e+22,1.261381524411677e+22,-5.42347272182017e+23,4828023124.735684,3239087150.9807324,1649337567.9681544,3784144573.2350297,-108469454436.40338,-16666372.42069599,-8895290.581104131,-3383543.833711344,-17145775.80102786,-230.83565233089845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134256430345.61592,4844689497.156099,3247982441.561833,1652806526.4169326,3801290349.1847353,3967094719.948297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21819881420.09995
1.104,-1,-1,1,1635.942139333332,8.775831238077355,1.6359421393333317e-05,8.775831238077354e-08,4.828012457633451e+22,3.2393449276004226e+22,5.4977891650414894e+22,1.2613029716737745e+22,-5.753031635461666e+23,4828012457.6334505,3239344927.600423,1649336749.512446,3783908915.0213223,-115060632709.23329,-16676477.15739555,-8637515.133866776,-3384316.1800936763,-17368112.590127263,-235.7651377888105,0.0,0.0,0.0,0.0,-119031634154.7642,0.0,0.0,0.0,0.0,0.0,4844688934.790566,3247982442.734285,1652806505.9522789,3801277027.7624025,3967094719.9424553,0.0,0.0,0.0,0.0,3906961.3535438594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608303620866995e-06,181.81421591160205,5.876303466845678e-34,1.4631569880111314e-26,3906815.7726124716,0.0,0.0,0.0,0.0,0.0,2844659.245496753,226813.6470327336,2.527204768203435e-22,1.825213718178195e-23,21816972598.541775,0.0,0.0,0.0,0.0,0.0,4845058756.366286,3247676215.715055,1652922772.8063567,3802443809.3699803,3967520192.654227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308544635772.70514,0.0,0.0,0.0,0.0,-0.061708927154541016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119031634154.7642,0.0,0.0,0.0,0.0,-140847771124.83817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3906961.3535438594,0.0,0.0,0.0,0.0,21820043931.36587,100.31011064724291,1727.4764187424391,1.003101106472429e-06,1.7274764187424387e-05,4.828012457633451e+22,3.2393449276004226e+22,5.4977891650414894e+22,1.2613029716737745e+22,-5.7530316354647494e+23,4828012457.6334505,3239344927.600423,1649336749.512446,3783908915.0213223,-115060632709.29498,-16676477.15739555,-8637515.133866776,-3384316.1800936763,-17368112.590127263,-235.7651377888105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140847771124.83817,4844688934.790566,3247982442.734285,1652806505.9522789,3801277027.7624025,3967094719.9424553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21820043931.36587
1.1280000000000001,-1,-1,1,1737.6435139684006,8.775715952587596,1.7376435139684004e-05,8.775715952587595e-08,4.828002672629379e+22,3.2396078187516067e+22,5.497786667208207e+22,1.2612301113512547e+22,-6.07041874340081e+23,4828002672.629378,3239607818.751607,1649336000.1624613,3783690334.0537624,-121408374868.01616,-16685746.878266418,-8374624.957592455,-3385023.3139416478,-17574260.803740792,-241.18791171478316,0.0,0.0,0.0,0.0,-125379337332.23616,0.0,0.0,0.0,0.0,0.0,4844688419.507366,3247982443.709196,1652806487.2149904,3801264595.010587,3967094719.937102,0.0,0.0,0.0,0.0,3867985.470778967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.881809957046615e-06,166.817268134581,6.119189699974922e-34,1.342459341317289e-26,3867856.819039236,0.0,0.0,0.0,0.0,0.0,2844659.245493644,226874.0579944533,2.527204768200673e-22,1.825699913738857e-23,21817137049.342678,0.0,0.0,0.0,0.0,0.0,4845058756.366291,3247676215.715057,1652922772.8063562,3802443809.369986,3967520192.6542273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1689286231994.6294,0.0,0.0,0.0,0.0,-0.3378572463989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125379337332.23616,0.0,0.0,0.0,0.0,-147195677783.36823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3867985.470778967,0.0,0.0,0.0,0.0,21820208436.264954,101.39401599059313,1830.2618140063444,1.0139401599059312e-06,1.8302618140063443e-05,4.828002672629379e+22,3.2396078187516067e+22,5.497786667208207e+22,1.2612301113512547e+22,-6.070418743417704e+23,4828002672.629378,3239607818.751607,1649336000.1624613,3783690334.0537624,-121408374868.35405,-16685746.878266418,-8374624.957592455,-3385023.3139416478,-17574260.803740792,-241.18791171478316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147195677783.36823,4844688419.507366,3247982443.709196,1652806487.2149904,3801264595.010587,3967094719.937102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21820208436.264954
